,Unnamed: 0,Datetime,Tweet Id,Text,Username,Hashtags,RetweetCount,LikeCount,ReplyCount,QuoteCount,InReplyToUser,OutLinks,TCooutLinks,Media,date
1843,1843,2021-06-14 20:01:03+00:00,1404529337148264457,"Aan de @2deKamer commissie #MIRT: Utrecht is tegen de verbreding van de #A27 bij #Amelisweerd. Duizenden raamposters hangen door de hele stad!

#StopDeVerbreding #BeschermHetBos #AmelisweerdNietGeasfalteerd 
@BeschermhetBos @XRUtrecht @CvNieuwenhuizen https://t.co/GCGb3cedL7 https://t.co/k53n14HRMN",thisischris10e,"['MIRT', 'A27', 'Amelisweerd', 'StopDeVerbreding', 'BeschermHetBos', 'AmelisweerdNietGeasfalteerd']",3.0,12.0,1,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/E33j_MpXEAEpAhI?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E33j_MpXEAEpAhI?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/E33AdJZWYAEIkyX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E33AdJZWYAEIkyX?format=jpg&name=large')]",2021-06-14
28,28,2021-06-14 20:01:03+00:00,1404529337148264457,"Aan de @2deKamer commissie #MIRT: Utrecht is tegen de verbreding van de #A27 bij #Amelisweerd. Duizenden raamposters hangen door de hele stad!

#StopDeVerbreding #BeschermHetBos #AmelisweerdNietGeasfalteerd 
@BeschermhetBos @XRUtrecht @CvNieuwenhuizen https://t.co/GCGb3cedL7 https://t.co/k53n14HRMN",thisischris10e,"['MIRT', 'A27', 'Amelisweerd', 'StopDeVerbreding', 'BeschermHetBos', 'AmelisweerdNietGeasfalteerd']",3.0,12.0,1,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/E33j_MpXEAEpAhI?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E33j_MpXEAEpAhI?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/E33AdJZWYAEIkyX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E33AdJZWYAEIkyX?format=jpg&name=large')]",2021-06-14
20468,20465,2021-06-14 20:01:03+00:00,1404529337148264457,"Aan de @2deKamer commissie #MIRT: Utrecht is tegen de verbreding van de #A27 bij #Amelisweerd. Duizenden raamposters hangen door de hele stad!

#StopDeVerbreding #BeschermHetBos #AmelisweerdNietGeasfalteerd 
@BeschermhetBos @XRUtrecht @CvNieuwenhuizen https://t.co/GCGb3cedL7 https://t.co/k53n14HRMN",thisischris10e,"['MIRT', 'A27', 'Amelisweerd', 'StopDeVerbreding', 'BeschermHetBos', 'AmelisweerdNietGeasfalteerd']",3.0,12.0,1,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/E33j_MpXEAEpAhI?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E33j_MpXEAEpAhI?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/E33AdJZWYAEIkyX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E33AdJZWYAEIkyX?format=jpg&name=large')]",2021-06-14
806,806,2021-06-14 18:32:00+00:00,1404506925912498184,"Woensdag 16 juni debatteert de @2deKamerTweets commissie #MIRT over de verbreding #A27 bij #Amelisweerd.

Overal in Utrecht hangen protestposters. Deel je poster en RT!

#StopDeVerbreding #BeschermHetBos #AmelisweerdNietGeasfalteerd 
@BeschermhetBos @XRUtrecht @CvNieuwenhuizen https://t.co/tIAO9JlfVu",AmelisweerdG,"['MIRT', 'A27', 'Amelisweerd', 'StopDeVerbreding', 'BeschermHetBos', 'AmelisweerdNietGeasfalteerd']",13.0,7.0,0,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/E33CASwXEAM-oQN?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E33CASwXEAM-oQN?format=jpg&name=large')]",2021-06-14
1845,1845,2021-06-14 18:32:00+00:00,1404506925912498184,"Woensdag 16 juni debatteert de @2deKamerTweets commissie #MIRT over de verbreding #A27 bij #Amelisweerd.

Overal in Utrecht hangen protestposters. Deel je poster en RT!

#StopDeVerbreding #BeschermHetBos #AmelisweerdNietGeasfalteerd 
@BeschermhetBos @XRUtrecht @CvNieuwenhuizen https://t.co/tIAO9JlfVu",AmelisweerdG,"['MIRT', 'A27', 'Amelisweerd', 'StopDeVerbreding', 'BeschermHetBos', 'AmelisweerdNietGeasfalteerd']",13.0,7.0,0,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/E33CASwXEAM-oQN?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E33CASwXEAM-oQN?format=jpg&name=large')]",2021-06-14
29,29,2021-06-14 18:32:00+00:00,1404506925912498184,"Woensdag 16 juni debatteert de @2deKamerTweets commissie #MIRT over de verbreding #A27 bij #Amelisweerd.

Overal in Utrecht hangen protestposters. Deel je poster en RT!

#StopDeVerbreding #BeschermHetBos #AmelisweerdNietGeasfalteerd 
@BeschermhetBos @XRUtrecht @CvNieuwenhuizen https://t.co/tIAO9JlfVu",AmelisweerdG,"['MIRT', 'A27', 'Amelisweerd', 'StopDeVerbreding', 'BeschermHetBos', 'AmelisweerdNietGeasfalteerd']",13.0,7.0,0,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/E33CASwXEAM-oQN?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E33CASwXEAM-oQN?format=jpg&name=large')]",2021-06-14
20471,20468,2021-06-14 18:32:00+00:00,1404506925912498184,"Woensdag 16 juni debatteert de @2deKamerTweets commissie #MIRT over de verbreding #A27 bij #Amelisweerd.

Overal in Utrecht hangen protestposters. Deel je poster en RT!

#StopDeVerbreding #BeschermHetBos #AmelisweerdNietGeasfalteerd 
@BeschermhetBos @XRUtrecht @CvNieuwenhuizen https://t.co/tIAO9JlfVu",AmelisweerdG,"['MIRT', 'A27', 'Amelisweerd', 'StopDeVerbreding', 'BeschermHetBos', 'AmelisweerdNietGeasfalteerd']",13.0,7.0,0,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/E33CASwXEAM-oQN?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E33CASwXEAM-oQN?format=jpg&name=large')]",2021-06-14
1846,1846,2021-06-14 17:26:15+00:00,1404490380805087233,"Aan de @2deKamer commissie #MIRT: Utrecht is tegen de verbreding van de #A27 bij #Amelisweerd. Duizenden raamposters hangen door de hele stad! 

Deel je poster en RT! 

#StopDeVerbreding #BeschermHetBos #AmelisweerdNietGeasfalteerd 
@BeschermhetBos @XRUtrecht @CvNieuwenhuizen https://t.co/3nHub20F3m",AmelisweerdG,"['MIRT', 'A27', 'Amelisweerd', 'StopDeVerbreding', 'BeschermHetBos', 'AmelisweerdNietGeasfalteerd']",9.0,10.0,0,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/E33AdJZWYAEIkyX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E33AdJZWYAEIkyX?format=jpg&name=large')]",2021-06-14
30,30,2021-06-14 17:26:15+00:00,1404490380805087233,"Aan de @2deKamer commissie #MIRT: Utrecht is tegen de verbreding van de #A27 bij #Amelisweerd. Duizenden raamposters hangen door de hele stad! 

Deel je poster en RT! 

#StopDeVerbreding #BeschermHetBos #AmelisweerdNietGeasfalteerd 
@BeschermhetBos @XRUtrecht @CvNieuwenhuizen https://t.co/3nHub20F3m",AmelisweerdG,"['MIRT', 'A27', 'Amelisweerd', 'StopDeVerbreding', 'BeschermHetBos', 'AmelisweerdNietGeasfalteerd']",9.0,10.0,0,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/E33AdJZWYAEIkyX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E33AdJZWYAEIkyX?format=jpg&name=large')]",2021-06-14
807,807,2021-06-14 17:26:15+00:00,1404490380805087233,"Aan de @2deKamer commissie #MIRT: Utrecht is tegen de verbreding van de #A27 bij #Amelisweerd. Duizenden raamposters hangen door de hele stad! 

Deel je poster en RT! 

#StopDeVerbreding #BeschermHetBos #AmelisweerdNietGeasfalteerd 
@BeschermhetBos @XRUtrecht @CvNieuwenhuizen https://t.co/3nHub20F3m",AmelisweerdG,"['MIRT', 'A27', 'Amelisweerd', 'StopDeVerbreding', 'BeschermHetBos', 'AmelisweerdNietGeasfalteerd']",9.0,10.0,0,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/E33AdJZWYAEIkyX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E33AdJZWYAEIkyX?format=jpg&name=large')]",2021-06-14
20472,20469,2021-06-14 17:26:15+00:00,1404490380805087233,"Aan de @2deKamer commissie #MIRT: Utrecht is tegen de verbreding van de #A27 bij #Amelisweerd. Duizenden raamposters hangen door de hele stad! 

Deel je poster en RT! 

#StopDeVerbreding #BeschermHetBos #AmelisweerdNietGeasfalteerd 
@BeschermhetBos @XRUtrecht @CvNieuwenhuizen https://t.co/3nHub20F3m",AmelisweerdG,"['MIRT', 'A27', 'Amelisweerd', 'StopDeVerbreding', 'BeschermHetBos', 'AmelisweerdNietGeasfalteerd']",9.0,10.0,0,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/E33AdJZWYAEIkyX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E33AdJZWYAEIkyX?format=jpg&name=large')]",2021-06-14
20477,20474,2021-06-14 16:55:40+00:00,1404482682223009794,"@IenWTweedeKamer En over #A27 #Amelisweerd, waar @CvNieuwenhuizen het vuur aan de infra-schenen gelegd zal worden! #geennutgeennoodzaak #nonutnoverbreding #stikstofdebacle #noordzuidlijnschade @ringutrecht @AmelisweerdG @2eKamertweets",Angela_AMG_,"['A27', 'Amelisweerd', 'geennutgeennoodzaak', 'nonutnoverbreding', 'stikstofdebacle', 'noordzuidlijnschade']",0.0,1.0,0,0,https://twitter.com/IenWTweedeKamer,,,,2021-06-14
1847,1847,2021-06-14 16:55:40+00:00,1404482682223009794,"@IenWTweedeKamer En over #A27 #Amelisweerd, waar @CvNieuwenhuizen het vuur aan de infra-schenen gelegd zal worden! #geennutgeennoodzaak #nonutnoverbreding #stikstofdebacle #noordzuidlijnschade @ringutrecht @AmelisweerdG @2eKamertweets",Angela_AMG_,"['A27', 'Amelisweerd', 'geennutgeennoodzaak', 'nonutnoverbreding', 'stikstofdebacle', 'noordzuidlijnschade']",0.0,1.0,0,0,https://twitter.com/IenWTweedeKamer,,,,2021-06-14
1848,1848,2021-06-14 12:12:10+00:00,1404411339569831941,"16 juni debatteert de @2eKamertweets over de verbreding van de A27... ten koste van #Amelisweerd. Let op, Kamerleden: meer wegen betekent meer verkeer en is geen oplossing voor files! Kies voor bomen, en niet voor auto's! https://t.co/aonU5fSKER",MeerbomenN,['Amelisweerd'],12.0,18.0,0,1,,['https://www.groene.nl/artikel/bomen-kappen-voor-meer-asfalt-een-heilloze-weg'],['https://t.co/aonU5fSKER'],,2021-06-14
32,32,2021-06-14 11:11:48+00:00,1404396148907991041,"Woensdag 16 juni debatteert de @2deKamerTweets commissie #MIRT over de verbreding van de A27 bij #Amelisweerd. Voor kamerleden die niet goed zijn ingelezen, hier is een quickread met alle feiten: https://t.co/sSH4tCmCtT Handig!! #StopDeVerbreding #BeschermHetBos",AmelisweerdG,"['MIRT', 'Amelisweerd', 'StopDeVerbreding', 'BeschermHetBos']",12.0,9.0,1,0,,['https://www.stopverbredingringutrecht.nl/dossier-verbreding-ring-utrecht-quickread-voor-tweede-kamerleden/'],['https://t.co/sSH4tCmCtT'],,2021-06-14
1850,1850,2021-06-14 11:11:48+00:00,1404396148907991041,"Woensdag 16 juni debatteert de @2deKamerTweets commissie #MIRT over de verbreding van de A27 bij #Amelisweerd. Voor kamerleden die niet goed zijn ingelezen, hier is een quickread met alle feiten: https://t.co/sSH4tCmCtT Handig!! #StopDeVerbreding #BeschermHetBos",AmelisweerdG,"['MIRT', 'Amelisweerd', 'StopDeVerbreding', 'BeschermHetBos']",12.0,9.0,1,0,,['https://www.stopverbredingringutrecht.nl/dossier-verbreding-ring-utrecht-quickread-voor-tweede-kamerleden/'],['https://t.co/sSH4tCmCtT'],,2021-06-14
808,808,2021-06-14 10:18:14+00:00,1404382665449553922,"Aan de @2deKamerTweets commissie #MIRT: Utrecht komt in opstand tegen de verbreding van de A27 bij #Amelisweerd. Duizenden raamposters hangen door de hele stad! Wij roepen jullie op: #StopDeVerbreding #BeschermHetBos #AmelisweerdNietGeasfalteerd 
@Amelisweerdg @BeschermhetBos https://t.co/temhJdHtk5",Monique_Utrecht,"['MIRT', 'Amelisweerd', 'StopDeVerbreding', 'BeschermHetBos', 'AmelisweerdNietGeasfalteerd']",11.0,19.0,1,1,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/E31el28X0AA9SRE?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E31el28X0AA9SRE?format=jpg&name=large')]",2021-06-14
1851,1851,2021-06-14 10:18:14+00:00,1404382665449553922,"Aan de @2deKamerTweets commissie #MIRT: Utrecht komt in opstand tegen de verbreding van de A27 bij #Amelisweerd. Duizenden raamposters hangen door de hele stad! Wij roepen jullie op: #StopDeVerbreding #BeschermHetBos #AmelisweerdNietGeasfalteerd 
@Amelisweerdg @BeschermhetBos https://t.co/temhJdHtk5",Monique_Utrecht,"['MIRT', 'Amelisweerd', 'StopDeVerbreding', 'BeschermHetBos', 'AmelisweerdNietGeasfalteerd']",11.0,19.0,1,1,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/E31el28X0AA9SRE?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E31el28X0AA9SRE?format=jpg&name=large')]",2021-06-14
33,33,2021-06-14 10:18:14+00:00,1404382665449553922,"Aan de @2deKamerTweets commissie #MIRT: Utrecht komt in opstand tegen de verbreding van de A27 bij #Amelisweerd. Duizenden raamposters hangen door de hele stad! Wij roepen jullie op: #StopDeVerbreding #BeschermHetBos #AmelisweerdNietGeasfalteerd 
@Amelisweerdg @BeschermhetBos https://t.co/temhJdHtk5",Monique_Utrecht,"['MIRT', 'Amelisweerd', 'StopDeVerbreding', 'BeschermHetBos', 'AmelisweerdNietGeasfalteerd']",11.0,19.0,1,1,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/E31el28X0AA9SRE?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E31el28X0AA9SRE?format=jpg&name=large')]",2021-06-14
809,809,2021-06-14 10:17:37+00:00,1404382510545506308,"Woensdag 12 juni debatteert de @2deKamerTweets commissie #MIRT over de verbreding van de A27 bij #Amelisweerd. 
Hier een quickread met alle feiten: https://t.co/mkQMWcbtU1 

#StopDeVerbreding #BeschermHetBos #AmelisweerdNietGeasfalteerd 
@Amelisweerdg @BeschermhetBos https://t.co/gtWNBpQG2L",Monique_Utrecht,"['MIRT', 'Amelisweerd', 'StopDeVerbreding', 'BeschermHetBos', 'AmelisweerdNietGeasfalteerd']",0.0,4.0,0,0,,['https://www.stopverbredingringutrecht.nl/dossier-verbreding-ring-utrecht-quickread-voor-tweede-kamerleden/'],['https://t.co/mkQMWcbtU1'],"[Photo(previewUrl='https://pbs.twimg.com/media/E31ec1iWUAEHk3s?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E31ec1iWUAEHk3s?format=jpg&name=large')]",2021-06-14
34,34,2021-06-14 10:17:37+00:00,1404382510545506308,"Woensdag 12 juni debatteert de @2deKamerTweets commissie #MIRT over de verbreding van de A27 bij #Amelisweerd. 
Hier een quickread met alle feiten: https://t.co/mkQMWcbtU1 

#StopDeVerbreding #BeschermHetBos #AmelisweerdNietGeasfalteerd 
@Amelisweerdg @BeschermhetBos https://t.co/gtWNBpQG2L",Monique_Utrecht,"['MIRT', 'Amelisweerd', 'StopDeVerbreding', 'BeschermHetBos', 'AmelisweerdNietGeasfalteerd']",0.0,4.0,0,0,,['https://www.stopverbredingringutrecht.nl/dossier-verbreding-ring-utrecht-quickread-voor-tweede-kamerleden/'],['https://t.co/mkQMWcbtU1'],"[Photo(previewUrl='https://pbs.twimg.com/media/E31ec1iWUAEHk3s?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E31ec1iWUAEHk3s?format=jpg&name=large')]",2021-06-14
1852,1852,2021-06-14 10:17:37+00:00,1404382510545506308,"Woensdag 12 juni debatteert de @2deKamerTweets commissie #MIRT over de verbreding van de A27 bij #Amelisweerd. 
Hier een quickread met alle feiten: https://t.co/mkQMWcbtU1 

#StopDeVerbreding #BeschermHetBos #AmelisweerdNietGeasfalteerd 
@Amelisweerdg @BeschermhetBos https://t.co/gtWNBpQG2L",Monique_Utrecht,"['MIRT', 'Amelisweerd', 'StopDeVerbreding', 'BeschermHetBos', 'AmelisweerdNietGeasfalteerd']",0.0,4.0,0,0,,['https://www.stopverbredingringutrecht.nl/dossier-verbreding-ring-utrecht-quickread-voor-tweede-kamerleden/'],['https://t.co/mkQMWcbtU1'],"[Photo(previewUrl='https://pbs.twimg.com/media/E31ec1iWUAEHk3s?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E31ec1iWUAEHk3s?format=jpg&name=large')]",2021-06-14
20484,20481,2021-06-14 06:02:21+00:00,1404318269205630976,Is meer asfalt de oplossing voor fileproblemen? De heilloze weg van ⁦@CvNieuwenhuizen⁩ - hoop dat ⁦@2eKamertweets⁩ dit ook inziet. #rivierkleibos #Amelisweerd #A27 https://t.co/0y8NS0JRFW,Leendert_Bos,"['rivierkleibos', 'Amelisweerd', 'A27']",2.0,0.0,0,0,,['https://www.groene.nl/artikel/bomen-kappen-voor-meer-asfalt-een-heilloze-weg?utm_source=De+Groene+Amsterdammer&utm_campaign=f616f76692-Dagelijks-2021-06-14&utm_medium=email&utm_term=0_853cea572a-f616f76692-76476145'],['https://t.co/0y8NS0JRFW'],,2021-06-14
1856,1856,2021-06-14 06:02:21+00:00,1404318269205630976,Is meer asfalt de oplossing voor fileproblemen? De heilloze weg van ⁦@CvNieuwenhuizen⁩ - hoop dat ⁦@2eKamertweets⁩ dit ook inziet. #rivierkleibos #Amelisweerd #A27 https://t.co/0y8NS0JRFW,Leendert_Bos,"['rivierkleibos', 'Amelisweerd', 'A27']",2.0,0.0,0,0,,['https://www.groene.nl/artikel/bomen-kappen-voor-meer-asfalt-een-heilloze-weg?utm_source=De+Groene+Amsterdammer&utm_campaign=f616f76692-Dagelijks-2021-06-14&utm_medium=email&utm_term=0_853cea572a-f616f76692-76476145'],['https://t.co/0y8NS0JRFW'],,2021-06-14
1858,1858,2021-06-13 18:57:43+00:00,1404151012483649540,Woensdag 12 juni debatteert de @2deKamerTweets commissie #MIRT over de verbreding van de A27 bij #Amelisweerd. Deel de komende dagen je raamposter op sociale media en laat zien dat Utrecht deze verbreding niet ziet zitten! #StopDeVerbreding @CvNieuwenhuizen https://t.co/FICpHk8RKY,AmelisweerdG,"['MIRT', 'Amelisweerd', 'StopDeVerbreding']",27.0,25.0,3,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/E3yL2cXXEAs5ltn?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E3yL2cXXEAs5ltn?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/E3yL2cZXwAQj-t6?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E3yL2cZXwAQj-t6?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/E3yL2ccXwAwnerw?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E3yL2ccXwAwnerw?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/E3yL2cWWQAAxisX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E3yL2cWWQAAxisX?format=jpg&name=large')]",2021-06-13
36,36,2021-06-13 18:57:43+00:00,1404151012483649540,Woensdag 12 juni debatteert de @2deKamerTweets commissie #MIRT over de verbreding van de A27 bij #Amelisweerd. Deel de komende dagen je raamposter op sociale media en laat zien dat Utrecht deze verbreding niet ziet zitten! #StopDeVerbreding @CvNieuwenhuizen https://t.co/FICpHk8RKY,AmelisweerdG,"['MIRT', 'Amelisweerd', 'StopDeVerbreding']",27.0,25.0,3,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/E3yL2cXXEAs5ltn?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E3yL2cXXEAs5ltn?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/E3yL2cZXwAQj-t6?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E3yL2cZXwAQj-t6?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/E3yL2ccXwAwnerw?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E3yL2ccXwAwnerw?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/E3yL2cWWQAAxisX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E3yL2cWWQAAxisX?format=jpg&name=large')]",2021-06-13
1865,1865,2021-06-12 08:44:44+00:00,1403634360763535361,"Dat is precies wat JA21 vorige week zei in de Statenvergadering van ⁦@ProvUtrecht⁩. De A27 verbreden en acht hectare bos kappen? Niet nodig, zegt deskundige Jan: dít is de oplossing | Verbreding A27 bij #Amelisweerd | https://t.co/PLhHDGosjt https://t.co/mcocy5El2Z",JA21Utrecht,['Amelisweerd'],5.0,5.0,1,0,,"['http://AD.nl', 'https://www.ad.nl/auto/de-a27-verbreden-en-acht-hectare-bos-kappen-niet-nodig-zegt-deskundige-jan-dit-is-de-oplossing~a91093b6/']","['https://t.co/PLhHDGosjt', 'https://t.co/mcocy5El2Z']",,2021-06-12
20522,20519,2021-06-11 21:22:58+00:00,1403462786412318724,"De #A27 verbreden en acht hectare bos kappen? Niet nodig, zegt deskundige Jan: dít is de oplossing | Verbreding A27 bij #Amelisweerd | 👍 https://t.co/d01T2JXSXS",Znbrg,"['A27', 'Amelisweerd']",0.0,0.0,0,0,,['https://www.ad.nl/auto/de-a27-verbreden-en-acht-hectare-bos-kappen-niet-nodig-zegt-deskundige-jan-dit-is-de-oplossing~a91093b6/'],['https://t.co/d01T2JXSXS'],,2021-06-11
1866,1866,2021-06-11 21:22:58+00:00,1403462786412318724,"De #A27 verbreden en acht hectare bos kappen? Niet nodig, zegt deskundige Jan: dít is de oplossing | Verbreding A27 bij #Amelisweerd | 👍 https://t.co/d01T2JXSXS",Znbrg,"['A27', 'Amelisweerd']",0.0,0.0,0,0,,['https://www.ad.nl/auto/de-a27-verbreden-en-acht-hectare-bos-kappen-niet-nodig-zegt-deskundige-jan-dit-is-de-oplossing~a91093b6/'],['https://t.co/d01T2JXSXS'],,2021-06-11
1867,1867,2021-06-11 21:19:06+00:00,1403461817435889669,"Als de berekeningen kloppen, dan is dit een interessant alternatief voor het verbreden van de #A12 en #A27 #Amelisweerd https://t.co/srdIYAHZ3e",JobdenHeeten,"['A12', 'A27', 'Amelisweerd']",2.0,1.0,0,1,,['https://twitter.com/redactieadun/status/1403458266361860099'],['https://t.co/srdIYAHZ3e'],,2021-06-11
20523,20520,2021-06-11 21:19:06+00:00,1403461817435889669,"Als de berekeningen kloppen, dan is dit een interessant alternatief voor het verbreden van de #A12 en #A27 #Amelisweerd https://t.co/srdIYAHZ3e",JobdenHeeten,"['A12', 'A27', 'Amelisweerd']",2.0,1.0,0,1,,['https://twitter.com/redactieadun/status/1403458266361860099'],['https://t.co/srdIYAHZ3e'],,2021-06-11
1869,1869,2021-06-11 14:32:47+00:00,1403359562531475457,"Precies: omdat meer natuur wel goed is voor gezondheid en meer asfalt en verkeer er slecht voor is.

Gezondheid is een mensenrechten en vanuit mensenrechten moet je rekening houden met de (rechten van de) natuur. 

De A27 bij #Amelisweerd moet dus juist schoner en stiller. 🙏💚🌍 https://t.co/Ljnvnz3z4t",JanvandeVenis,['Amelisweerd'],6.0,7.0,1,0,,['https://twitter.com/AmelisweerdG/status/1403341721208078336'],['https://t.co/Ljnvnz3z4t'],,2021-06-11
1870,1870,2021-06-11 13:21:53+00:00,1403341721208078336,"Mooi! Ook 336 Utrechtse artsen keren zich tegen de verbreding van de A27 bij #Amelisweerd…

 https://t.co/bdglaI2188",AmelisweerdG,['Amelisweerd'],46.0,90.0,1,4,,['https://www.ad.nl/dossier-verbreding-a27-bij-amelisweerd/dit-is-waarom-336-utrechtse-artsen-zich-tegen-de-verbreding-van-de-a27-bij-amelisweerd-keren~a2e3ee76/'],['https://t.co/bdglaI2188'],,2021-06-11
1870,1870,2021-06-11 13:21:53+00:00,1403341721208078336,"Mooi! Ook 336 Utrechtse artsen keren zich tegen de verbreding van de A27 bij #Amelisweerd…

 https://t.co/bdglaI2188",AmelisweerdG,['Amelisweerd'],46.0,90.0,1,4,,['https://www.ad.nl/dossier-verbreding-a27-bij-amelisweerd/dit-is-waarom-336-utrechtse-artsen-zich-tegen-de-verbreding-van-de-a27-bij-amelisweerd-keren~a2e3ee76/'],['https://t.co/bdglaI2188'],,2021-06-11
1871,1871,2021-06-11 10:28:13+00:00,1403298015922769921,"Welkome steun vanuit gezondheidsperspectief.
Utrechtse huisartsen, verpleegkundigen en andere zorgverleners willen dat het kabinet afziet van de verbreding van de A27 bij #Amelisweerd. Ze vrezen grote gezondheidsschade bij omwonenden.
 https://t.co/aL7AWVqBFH",Beschermhetbos,['Amelisweerd'],26.0,40.0,2,2,,['https://www.ad.nl/dossier-verbreding-a27-bij-amelisweerd/dit-is-waarom-336-utrechtse-artsen-zich-tegen-de-verbreding-van-de-a27-bij-amelisweerd-keren~a2e3ee76/?utm_source=twitter&utm_medium=social&utm_campaign=socialsharing_web'],['https://t.co/aL7AWVqBFH'],,2021-06-11
1871,1871,2021-06-11 10:28:13+00:00,1403298015922769921,"Welkome steun vanuit gezondheidsperspectief.
Utrechtse huisartsen, verpleegkundigen en andere zorgverleners willen dat het kabinet afziet van de verbreding van de A27 bij #Amelisweerd. Ze vrezen grote gezondheidsschade bij omwonenden.
 https://t.co/aL7AWVqBFH",Beschermhetbos,['Amelisweerd'],26.0,40.0,2,2,,['https://www.ad.nl/dossier-verbreding-a27-bij-amelisweerd/dit-is-waarom-336-utrechtse-artsen-zich-tegen-de-verbreding-van-de-a27-bij-amelisweerd-keren~a2e3ee76/?utm_source=twitter&utm_medium=social&utm_campaign=socialsharing_web'],['https://t.co/aL7AWVqBFH'],,2021-06-11
20545,20542,2021-06-11 08:35:11+00:00,1403269570199236609,336 Utrechtse artsen verzetten zich tegen verbreding #A27 Dat zegt ontzettend veel; zo niet alles! 336 artsen verzetten zich tegen de verbreding van een snelweg……#Amelisweerd Vua @ringutrecht https://t.co/sS40wXk5HO,Jan190354,"['A27', 'Amelisweerd']",0.0,0.0,0,0,,['https://twitter.com/ringutrecht/status/1403267069949485059'],['https://t.co/sS40wXk5HO'],,2021-06-11
1872,1872,2021-06-11 08:35:11+00:00,1403269570199236609,336 Utrechtse artsen verzetten zich tegen verbreding #A27 Dat zegt ontzettend veel; zo niet alles! 336 artsen verzetten zich tegen de verbreding van een snelweg……#Amelisweerd Vua @ringutrecht https://t.co/sS40wXk5HO,Jan190354,"['A27', 'Amelisweerd']",0.0,0.0,0,0,,['https://twitter.com/ringutrecht/status/1403267069949485059'],['https://t.co/sS40wXk5HO'],,2021-06-11
1874,1874,2021-06-10 07:48:40+00:00,1402895475817299968,‘#Bonaire heeft al heel lang geleden - ver voordat het in Nederland nog kon gebeuren dat #Amelisweerd door de A27 werd doorkliefd - welbewust gekozen voor ontwikkeling met behoud van natuur en cultuur. Daar slagen we - ondanks schaarse middelen - steeds beter in.’ @ERijna 🇧🇶 https://t.co/rAE0BhRPGB,dwskkm,"['Bonaire', 'Amelisweerd']",0.0,0.0,0,0,,['https://twitter.com/ZwartRene/status/1402874259307909121'],['https://t.co/rAE0BhRPGB'],,2021-06-10
