,number_susceptible,number_infected,number_resistant,results_tweets,sustainablity_score,infected_low
0,7919,2,0,1,0.7498106299709633,0.005263157894736842
1,7919,2,0,0,0.7498106299709633,0.005263157894736842
2,7919,2,0,0,0.7498106299709633,0.005263157894736842
3,7919,2,0,0,0.7498106299709633,0.005263157894736842
4,7918,3,0,1,0.7497159449564449,0.010526315789473684
5,7918,3,0,0,0.7497159449564449,0.010526315789473684
6,7918,3,0,0,0.7497159449564449,0.010526315789473684
7,7916,5,0,3,0.7495265749274082,0.021052631578947368
8,7915,6,0,1,0.7494318899128898,0.021052631578947368
9,7915,6,0,0,0.7494318899128898,0.021052631578947368
10,7915,6,0,0,0.7494318899128898,0.021052631578947368
11,7915,6,0,0,0.7494318899128898,0.021052631578947368
12,7915,6,0,1,0.7494318899128898,0.021052631578947368
13,7915,6,0,0,0.7494318899128898,0.021052631578947368
14,7915,6,0,0,0.7494318899128898,0.021052631578947368
15,7915,6,0,0,0.7494318899128898,0.021052631578947368
16,7915,6,0,1,0.7494318899128898,0.021052631578947368
17,7915,6,0,0,0.7494318899128898,0.021052631578947368
18,7915,6,0,0,0.7494318899128898,0.021052631578947368
19,7914,7,0,2,0.7493372048983714,0.021052631578947368
20,7914,7,0,0,0.7493372048983714,0.021052631578947368
21,7913,8,0,1,0.749242519883853,0.02631578947368421
